word1	len	pos1	priorpolarity	rel	stemmed1
shrewdness	1	noun	positive	strongsubj	n
shriek	1	verb	negative	strongsubj	y
shrill	1	adj	negative	strongsubj	n
shrill	1	noun	negative	strongsubj	n
shrilly	1	anypos	negative	strongsubj	n
shrivel	1	verb	negative	strongsubj	y
shroud	1	verb	negative	strongsubj	y
shrouded	1	verb	negative	strongsubj	n
shrug	1	noun	negative	weaksubj	n
shrug	1	verb	negative	weaksubj	y
shun	1	verb	negative	strongsubj	y
shunned	1	adj	negative	strongsubj	n
shy	1	adj	negative	strongsubj	n
shyly	1	adverb	negative	strongsubj	n
shyness	1	noun	negative	strongsubj	n
sick	1	adj	negative	weaksubj	n
sicken	1	verb	negative	weaksubj	y
sickly	1	adverb	negative	strongsubj	n
sickening	1	adj	negative	strongsubj	n
sickening	1	anypos	negative	strongsubj	n
sickeningly	1	anypos	negative	strongsubj	n
sickness	1	noun	negative	weaksubj	n
sidetrack	1	verb	negative	strongsubj	y
sidetracked	1	adj	negative	strongsubj	n
siege	1	noun	negative	weaksubj	n
signals	1	adj	neutral	weaksubj	n
signals	1	noun	neutral	weaksubj	n
significant	1	adj	positive	weaksubj	n
significance	1	noun	positive	weaksubj	n
signify	1	verb	positive	weaksubj	y
sillily	1	anypos	negative	strongsubj	n
silly	1	anypos	negative	strongsubj	n
simmer	1	verb	negative	strongsubj	y
simple	1	adj	positive	weaksubj	n
simplicity	1	noun	positive	strongsubj	n
simplified	1	adj	positive	weaksubj	n
simplify	1	verb	positive	weaksubj	y
simplistic	1	adj	negative	strongsubj	n
simplistic	1	noun	negative	strongsubj	n
simplistically	1	anypos	negative	strongsubj	n
simply	1	anypos	neutral	weaksubj	y
sin	1	adj	negative	strongsubj	n
sin	1	noun	negative	strongsubj	n
sinful	1	adj	negative	strongsubj	n
sinfully	1	adverb	negative	strongsubj	n
sincere	1	adj	positive	strongsubj	n
sincerely	1	anypos	positive	strongsubj	n
sincerity	1	adj	positive	weaksubj	n
sincerity	1	noun	positive	weaksubj	n
sinister	1	adj	negative	strongsubj	n
sinisterly	1	anypos	negative	strongsubj	n
sinking	1	adj	negative	weaksubj	n
sinking	1	noun	negative	weaksubj	n
skeletons	1	adj	negative	strongsubj	n
skeletons	1	noun	negative	strongsubj	n
skeptical	1	adj	negative	strongsubj	n
skeptical	1	noun	negative	strongsubj	n
skeptically	1	anypos	negative	strongsubj	n
skepticism	1	adj	negative	strongsubj	n
skepticism	1	noun	negative	strongsubj	n
sketchy	1	adj	negative	weaksubj	n
skill	1	noun	positive	weaksubj	n
skilled	1	adj	positive	weaksubj	n
skillful	1	adj	positive	strongsubj	n
skillful	1	noun	positive	strongsubj	n
skillfully	1	adverb	positive	strongsubj	n
skimpy	1	adj	negative	weaksubj	n
skittish	1	adj	negative	strongsubj	n
skittish	1	anypos	negative	strongsubj	y
skittishly	1	anypos	negative	strongsubj	n
skulk	1	verb	negative	strongsubj	y
skyrocketing	1	adj	negative	weaksubj	n
slack	1	adj	negative	weaksubj	n
slander	1	noun	negative	strongsubj	n
slander	1	verb	negative	strongsubj	y
slanderer	1	noun	negative	strongsubj	n
slanderous	1	adj	negative	strongsubj	n
slanderously	1	anypos	negative	strongsubj	n
slanders	1	adj	negative	strongsubj	n
slanders	1	noun	negative	strongsubj	n
slap	1	verb	negative	strongsubj	y
slashing	1	adj	negative	strongsubj	n
slashing	1	noun	negative	strongsubj	n
slaughter	1	adj	negative	weaksubj	n
slaughter	1	noun	negative	weaksubj	n
slaughter	1	verb	negative	weaksubj	y
slaughtered	1	adj	negative	weaksubj	n
slaves	1	adj	negative	strongsubj	n
slaves	1	noun	negative	strongsubj	n
sleazy	1	adj	negative	strongsubj	n
sleek	1	adj	positive	weaksubj	n
sleepy	1	adj	neutral	weaksubj	n
slender	1	adj	positive	weaksubj	n
slight	1	adj	negative	weaksubj	n
slight	1	noun	negative	weaksubj	n
slight	1	verb	negative	weaksubj	y
slightly	1	adverb	negative	weaksubj	n
slim	1	adj	positive	weaksubj	n
slim	1	noun	positive	weaksubj	n
slime	1	noun	negative	strongsubj	n
sloppy	1	adj	negative	strongsubj	n
sloppily	1	adverb	negative	strongsubj	n
sloth	1	noun	negative	strongsubj	n
slothful	1	adj	negative	strongsubj	n
slow	1	adj	negative	weaksubj	n
slowly	1	adverb	negative	weaksubj	n
slow-moving	1	adj	negative	weaksubj	n
slug	1	noun	negative	weaksubj	n
sluggish	1	adj	negative	weaksubj	n
slump	1	adj	negative	weaksubj	n
slump	1	noun	negative	weaksubj	n
slur	1	noun	negative	strongsubj	n
sly	1	adj	negative	strongsubj	n
smack	1	adj	negative	strongsubj	n
smack	1	noun	negative	strongsubj	n
smart	1	adj	positive	strongsubj	n
smart	1	verb	positive	strongsubj	y
smarter	1	adj	positive	strongsubj	n
smartest	1	anypos	positive	strongsubj	n
smartly	1	anypos	positive	strongsubj	n
smash	1	noun	negative	weaksubj	n
smash	1	verb	negative	weaksubj	y
smear	1	verb	negative	weaksubj	y
smelling	1	anypos	negative	weaksubj	y
smile	1	noun	positive	strongsubj	n
smile	1	verb	positive	strongsubj	y
smiling	1	adj	positive	strongsubj	n
smilingly	1	adverb	positive	strongsubj	n
smitten	1	verb	positive	strongsubj	y
smokescreen	1	adj	negative	strongsubj	n
smokescreen	1	noun	negative	strongsubj	n
smolder	1	verb	negative	strongsubj	y
smoldering	1	adj	negative	strongsubj	n
smooth	1	adj	positive	weaksubj	n
smother	1	verb	negative	strongsubj	y
smoulder	1	verb	negative	strongsubj	y
smouldering	1	anypos	negative	strongsubj	n
smug	1	adj	negative	strongsubj	n
smugly	1	adverb	negative	strongsubj	n
smut	1	noun	negative	strongsubj	n
smuttier	1	adj	negative	strongsubj	n
smuttiest	1	adj	negative	strongsubj	n
smutty	1	adj	negative	strongsubj	n
snare	1	noun	negative	weaksubj	n
snarl	1	noun	negative	weaksubj	n
snarl	1	verb	negative	weaksubj	y
snatch	1	verb	negative	weaksubj	y
sneak	1	noun	negative	weaksubj	n
sneak	1	verb	negative	weaksubj	y
sneakily	1	adverb	negative	weaksubj	n
sneaky	1	adj	negative	weaksubj	n
sneer	1	noun	negative	strongsubj	n
sneer	1	verb	negative	strongsubj	y
sneering	1	anypos	negative	strongsubj	n
sneeringly	1	anypos	negative	strongsubj	n
snub	1	verb	negative	strongsubj	y
so	1	anypos	neutral	weaksubj	y
so-cal	1	adj	negative	strongsubj	n
so-called	1	anypos	negative	strongsubj	n
sob	1	verb	negative	strongsubj	y
sober	1	adj	negative	strongsubj	n
sober	1	verb	negative	weaksubj	y
sobering	1	adj	negative	strongsubj	n
sociable	1	adj	positive	strongsubj	n
soft-spoken	1	adj	positive	weaksubj	n
soften	1	adj	positive	strongsubj	n
soften	1	noun	positive	strongsubj	n
soften	1	verb	positive	strongsubj	y
solace	1	verb	positive	strongsubj	y
solemn	1	adj	negative	weaksubj	n
solemn	1	noun	negative	weaksubj	n
solicitous	1	anypos	positive	strongsubj	n
solicitously	1	anypos	positive	strongsubj	n
solicitude	1	noun	positive	strongsubj	n
solid	1	adj	positive	weaksubj	n
solid	1	noun	positive	weaksubj	n
solidarity	1	adj	positive	strongsubj	n
solidarity	1	noun	positive	strongsubj	n
soliloquize	1	verb	neutral	strongsubj	y
somber	1	adj	negative	strongsubj	n
soothe	1	verb	positive	strongsubj	y
soothingly	1	anypos	positive	strongsubj	n
sophisticated	1	adj	positive	strongsubj	n
sore	1	adj	negative	strongsubj	n
sore	1	noun	negative	strongsubj	n
sorely	1	anypos	negative	strongsubj	n
soreness	1	noun	negative	weaksubj	n
sorrow	1	noun	negative	strongsubj	n
sorrow	1	verb	negative	weaksubj	y
sorrowful	1	anypos	negative	strongsubj	n
sorrowfully	1	anypos	negative	strongsubj	n
sorry	1	adj	negative	strongsubj	n
sound	1	adj	positive	weaksubj	n
sounding	1	anypos	negative	weaksubj	n
soundness	1	noun	positive	weaksubj	n
sour	1	adj	negative	weaksubj	n
sourly	1	adj	negative	weaksubj	n
sovereignty	1	adj	neutral	weaksubj	n
sovereignty	1	noun	neutral	weaksubj	n
spacious	1	adj	positive	weaksubj	n
spade	1	adj	negative	strongsubj	n
spade	1	noun	negative	strongsubj	n
spank	1	verb	negative	strongsubj	y
spare	1	verb	positive	weaksubj	y
sparing	1	adj	positive	weaksubj	n
sparingly	1	adverb	positive	weaksubj	n
sparkle	1	anypos	positive	strongsubj	y
sparkling	1	adj	positive	weaksubj	n
specific	1	adj	neutral	weaksubj	n
specifically	1	anypos	neutral	weaksubj	n
special	1	adj	positive	weaksubj	n
spectacular	1	adj	positive	strongsubj	n
spectacularly	1	anypos	positive	strongsubj	n
speculate	1	verb	neutral	weaksubj	y
speculation	1	adj	neutral	weaksubj	n
speculation	1	noun	neutral	weaksubj	n
speedy	1	adj	positive	weaksubj	n
spellbind	1	verb	positive	strongsubj	y
spellbinding	1	anypos	positive	strongsubj	n
spellbindingly	1	anypos	positive	strongsubj	n
spellbound	1	verb	positive	strongsubj	y
spilling	1	adj	negative	strongsubj	n
spilling	1	noun	negative	strongsubj	n
spinster	1	noun	negative	weaksubj	n
spirit	1	adj	positive	weaksubj	n
spirit	1	noun	positive	weaksubj	n
spirited	1	adj	positive	weaksubj	n
spiritless	1	adj	negative	strongsubj	n
spiritual	1	adj	positive	strongsubj	n
spiritual	1	noun	positive	strongsubj	n
spite	1	noun	negative	strongsubj	n
spiteful	1	adj	negative	strongsubj	n
spitefully	1	anypos	negative	strongsubj	n
spitefulness	1	noun	negative	strongsubj	n
splayed-finger	1	adj	neutral	strongsubj	n
splayed-finger	1	noun	neutral	strongsubj	n
splendid	1	adj	positive	strongsubj	n
splendidly	1	anypos	positive	strongsubj	n
splendor	1	noun	positive	strongsubj	n
split	1	noun	negative	weaksubj	n
split	1	verb	negative	weaksubj	y
splitting	1	adj	negative	weaksubj	n
spoil	1	verb	negative	strongsubj	y
spook	1	verb	negative	strongsubj	y
spookier	1	adj	negative	strongsubj	n
spookiest	1	adj	negative	strongsubj	n
spookily	1	anypos	negative	strongsubj	n
spooky	1	adj	negative	strongsubj	n
spooky	1	anypos	negative	strongsubj	n
spoon-fed	1	anypos	negative	strongsubj	n
spoon-feed	1	verb	negative	strongsubj	y
spoonfed	1	anypos	negative	strongsubj	n
sporadic	1	adj	negative	weaksubj	n
spot	1	adj	negative	weaksubj	n
spotless	1	adj	positive	strongsubj	n
spotty	1	adj	negative	weaksubj	n
sprightly	1	adj	positive	strongsubj	n
spur	1	verb	positive	strongsubj	y
spurious	1	adj	negative	strongsubj	n
spurn	1	verb	negative	strongsubj	y
sputter	1	verb	negative	strongsubj	y
squabble	1	verb	negative	strongsubj	y
squabbling	1	anypos	negative	strongsubj	n
squander	1	verb	negative	strongsubj	y
squarely	1	adj	positive	strongsubj	n
squash	1	verb	negative	strongsubj	y
squirm	1	verb	negative	strongsubj	y
stab	1	verb	negative	weaksubj	y
stability	1	adj	positive	weaksubj	n
stability	1	noun	positive	weaksubj	n
stabilize	1	verb	positive	weaksubj	y
stable	1	adj	positive	weaksubj	n
stable	1	noun	positive	weaksubj	n
stagger	1	verb	negative	weaksubj	y
staggering	1	adj	negative	strongsubj	n
staggeringly	1	anypos	negative	strongsubj	n
stagnant	1	adj	negative	weaksubj	n
stagnate	1	verb	negative	strongsubj	y
stagnation	1	noun	negative	strongsubj	n
staid	1	adj	negative	strongsubj	n
stain	1	verb	negative	weaksubj	y
stainless	1	adj	positive	weaksubj	n
stake	1	adj	negative	weaksubj	n
stake	1	noun	negative	weaksubj	n
stale	1	adj	negative	strongsubj	n
stalemate	1	noun	negative	strongsubj	n
stammer	1	verb	negative	strongsubj	y
stampede	1	adj	negative	weaksubj	n
stampede	1	noun	negative	weaksubj	n
stance	1	adj	neutral	weaksubj	n
stance	1	noun	neutral	weaksubj	n
stances	1	adj	neutral	weaksubj	n
stances	1	noun	neutral	weaksubj	n
stand	1	verb	positive	weaksubj	y
stands	1	adj	neutral	weaksubj	n
stands	1	noun	neutral	weaksubj	n
standstill	1	noun	negative	strongsubj	n
star	1	adj	positive	strongsubj	n
star	1	noun	positive	strongsubj	n
stark	1	adj	negative	strongsubj	n
starkly	1	anypos	negative	strongsubj	n
stars	1	adj	positive	strongsubj	n
stars	1	noun	positive	strongsubj	n
startle	1	verb	negative	strongsubj	y
startling	1	anypos	negative	strongsubj	n
startlingly	1	anypos	negative	strongsubj	n
starvation	1	noun	negative	weaksubj	n
starve	1	verb	negative	weaksubj	y
stately	1	adj	positive	strongsubj	n
statements	1	adj	neutral	weaksubj	n
statements	1	noun	neutral	weaksubj	n
static	1	adj	negative	weaksubj	n
statuesque	1	adj	positive	strongsubj	n
staunch	1	adj	positive	strongsubj	n
staunchly	1	anypos	positive	strongsubj	n
staunchness	1	noun	positive	strongsubj	n
steadfast	1	adj	positive	strongsubj	n
steadfastly	1	adverb	positive	strongsubj	n
steadfastness	1	noun	positive	strongsubj	n
steadiness	1	noun	positive	weaksubj	n
steady	1	adj	positive	weaksubj	n
steal	1	verb	negative	weaksubj	y
stealing	1	noun	negative	weaksubj	n
steep	1	adj	negative	weaksubj	n
steeply	1	adverb	negative	weaksubj	n
stellar	1	adj	positive	strongsubj	n
stellarly	1	anypos	positive	strongsubj	n
stench	1	anypos	negative	strongsubj	n
stereotype	1	noun	negative	strongsubj	n
stereotypical	1	anypos	negative	strongsubj	n
stereotypically	1	anypos	negative	strongsubj	n
stern	1	adj	negative	strongsubj	n
stern	1	noun	negative	strongsubj	n
stew	1	verb	negative	strongsubj	y
sticky	1	adj	negative	weaksubj	n
stiff	1	adj	negative	weaksubj	n
stifle	1	verb	negative	strongsubj	y
stifling	1	anypos	negative	strongsubj	n
stiflingly	1	anypos	negative	strongsubj	n
stigma	1	noun	negative	strongsubj	n
stigma	1	verb	negative	strongsubj	y
stigmatize	1	verb	negative	strongsubj	y
still	1	anypos	neutral	weaksubj	y
stimulate	1	verb	positive	weaksubj	y
stimulating	1	anypos	positive	strongsubj	n
stimulative	1	adj	positive	weaksubj	n
sting	1	adj	negative	strongsubj	n
sting	1	noun	negative	weaksubj	n
sting	1	verb	negative	weaksubj	y
stinging	1	adj	negative	strongsubj	n
stingingly	1	adj	negative	strongsubj	n
stink	1	noun	negative	strongsubj	n
stink	1	verb	negative	strongsubj	y
stinking	1	anypos	negative	strongsubj	n
stir	1	adj	neutral	strongsubj	n
stir	1	noun	neutral	strongsubj	n
stir	1	verb	neutral	weaksubj	y
stirring	1	adj	positive	strongsubj	n
stirringly	1	anypos	positive	strongsubj	n
stodgy	1	adj	negative	strongsubj	n
stole	1	verb	negative	weaksubj	n
stolen	1	adj	negative	weaksubj	n
stolen	1	verb	negative	weaksubj	n
stood	1	verb	positive	weaksubj	y
stooge	1	anypos	negative	strongsubj	n
stooges	1	adj	negative	strongsubj	n
stooges	1	noun	negative	strongsubj	n
storm	1	verb	negative	weaksubj	y
stormy	1	adj	negative	weaksubj	n
straggle	1	verb	negative	weaksubj	y
straggler	1	noun	negative	weaksubj	n
straight	1	adj	positive	weaksubj	n
straightforward	1	adj	positive	strongsubj	n
strain	1	noun	negative	weaksubj	n
strain	1	verb	negative	weaksubj	y
strained	1	adj	negative	weaksubj	n
strange	1	adj	negative	strongsubj	n
strange	1	anypos	negative	strongsubj	y
strangely	1	anypos	negative	strongsubj	y
stranger	1	anypos	negative	strongsubj	y
strangest	1	anypos	negative	strongsubj	y
strangle	1	verb	negative	weaksubj	y
streamlined	1	adj	positive	weaksubj	n
strength	1	adj	neutral	weaksubj	n
strength	1	noun	neutral	weaksubj	n
strenuous	1	adj	negative	weaksubj	n
stress	1	noun	negative	strongsubj	n
stress	1	verb	negative	strongsubj	y
stressful	1	adj	negative	strongsubj	n
stressfully	1	adverb	negative	strongsubj	n
stricken	1	adj	negative	strongsubj	n
strict	1	adj	negative	strongsubj	n
strictly	1	adverb	negative	strongsubj	n
stride	1	adj	positive	strongsubj	n
stride	1	noun	positive	strongsubj	n
strident	1	adj	negative	strongsubj	n
stridently	1	adverb	negative	strongsubj	n
strides	1	adj	positive	weaksubj	n
strides	1	noun	positive	weaksubj	n
strife	1	noun	negative	strongsubj	n
strike	1	verb	negative	weaksubj	y
striking	1	adj	positive	strongsubj	n
strikingly	1	anypos	positive	strongsubj	n
stringent	1	adj	negative	weaksubj	n
stringently	1	adverb	negative	weaksubj	n
striving	1	adj	positive	strongsubj	n
striving	1	noun	positive	strongsubj	n
strong	1	adj	positive	weaksubj	n
stronger-than-expected	1	adj	neutral	weaksubj	n
struck	1	verb	negative	weaksubj	y
struggle	1	adj	negative	strongsubj	n
struggle	1	noun	negative	strongsubj	n
strut	1	verb	negative	strongsubj	y
stubborn	1	adj	negative	strongsubj	n
stubbornly	1	adverb	negative	strongsubj	n
stubbornness	1	noun	negative	strongsubj	n
studious	1	adj	positive	strongsubj	n
studiously	1	adverb	positive	strongsubj	n
stuffed	1	adj	neutral	weaksubj	n
stuffy	1	adj	negative	strongsubj	n
stumble	1	anypos	negative	weaksubj	y
stump	1	verb	negative	weaksubj	y
stun	1	verb	negative	weaksubj	y
stunned	1	adj	positive	strongsubj	n
stunning	1	adj	positive	strongsubj	n
stunningly	1	anypos	positive	strongsubj	n
stunt	1	noun	negative	weaksubj	n
stunted	1	adj	negative	weaksubj	n
stupefy	1	verb	neutral	weaksubj	y
stupendous	1	adj	positive	strongsubj	n
stupendously	1	anypos	positive	strongsubj	n
stupid	1	anypos	negative	strongsubj	n
stupidity	1	noun	negative	strongsubj	n
stupidly	1	anypos	negative	strongsubj	n
stupified	1	adj	negative	strongsubj	n
stupify	1	verb	negative	strongsubj	y
stupor	1	noun	negative	strongsubj	n
sturdy	1	adj	positive	weaksubj	n
sty	1	adj	negative	strongsubj	n
sty	1	noun	negative	strongsubj	n
stylish	1	adj	positive	strongsubj	n
stylishly	1	adverb	positive	strongsubj	n
suave	1	adj	positive	strongsubj	n
subdued	1	adj	negative	weaksubj	n
subjected	1	anypos	negative	weaksubj	n
subjection	1	noun	negative	weaksubj	n
subjugate	1	noun	negative	strongsubj	n
subjugate	1	verb	negative	strongsubj	y
subjugation	1	noun	negative	strongsubj	n
sublime	1	adj	positive	strongsubj	n
submissive	1	adj	negative	weaksubj	n
subordinate	1	adj	negative	weaksubj	n
subordinate	1	noun	negative	weaksubj	n
subscribe	1	verb	positive	weaksubj	y
subservience	1	noun	negative	strongsubj	n
subservient	1	adj	negative	strongsubj	n
subside	1	verb	negative	weaksubj	y
substandard	1	adj	negative	weaksubj	n
substantial	1	adj	positive	weaksubj	n
substantially	1	adverb	positive	weaksubj	n
substantive	1	adj	positive	weaksubj	n
subtle	1	adj	positive	weaksubj	n
subtract	1	verb	negative	weaksubj	y
subversion	1	noun	negative	weaksubj	n
subversive	1	adj	negative	weaksubj	n
subversively	1	adverb	negative	weaksubj	n
subvert	1	verb	negative	weaksubj	y
succeed	1	verb	positive	weaksubj	y
success	1	adj	positive	weaksubj	n
success	1	noun	positive	weaksubj	n
successful	1	adj	positive	weaksubj	n
successfully	1	adverb	positive	weaksubj	n
succumb	1	verb	negative	strongsubj	y
such	1	anypos	neutral	weaksubj	y
sucker	1	noun	negative	strongsubj	n
suffer	1	verb	negative	weaksubj	y
sufferer	1	noun	negative	strongsubj	n
sufferers	1	adj	negative	strongsubj	n
sufferers	1	noun	negative	strongsubj	n
suffering	1	adj	negative	strongsubj	n
suffering	1	noun	negative	strongsubj	n
suffice	1	verb	positive	weaksubj	y
sufficient	1	adj	positive	weaksubj	n
sufficiently	1	adverb	positive	weaksubj	n
suffocate	1	verb	negative	strongsubj	y
sugar-coat	1	verb	negative	strongsubj	y
sugar-coated	1	anypos	negative	strongsubj	n
sugarcoated	1	anypos	negative	strongsubj	n
suggest	1	anypos	positive	weaksubj	y
suggestions	1	adj	positive	weaksubj	n
suggestions	1	noun	positive	weaksubj	n
suicidal	1	adj	negative	weaksubj	n
suicide	1	noun	negative	weaksubj	n
suit	1	verb	positive	weaksubj	y
suitable	1	adj	positive	weaksubj	n
sulk	1	verb	negative	strongsubj	y
sullen	1	adj	negative	strongsubj	n
sully	1	verb	negative	strongsubj	y
sumptuous	1	adj	positive	strongsubj	n
sumptuously	1	adverb	positive	strongsubj	n
sumptuousness	1	noun	positive	strongsubj	n
sunder	1	verb	negative	strongsubj	y
sunny	1	adj	positive	weaksubj	n
super	1	anypos	positive	strongsubj	n
superb	1	anypos	positive	strongsubj	n
superbly	1	anypos	positive	strongsubj	n
superficial	1	adj	negative	strongsubj	n
superficial	1	noun	negative	strongsubj	n
superficiality	1	noun	negative	strongsubj	n
superficially	1	adverb	negative	strongsubj	n
superfluous	1	adj	negative	strongsubj	n
superior	1	adj	positive	weaksubj	n
superiority	1	adj	negative	strongsubj	n
superiority	1	noun	negative	strongsubj	n
superlative	1	adj	positive	strongsubj	n
superstition	1	noun	negative	strongsubj	n
superstitious	1	noun	negative	strongsubj	n
support	1	adj	positive	strongsubj	n
support	1	noun	positive	strongsubj	n
support	1	verb	positive	weaksubj	y
supporter	1	adj	positive	strongsubj	n
supporter	1	noun	positive	strongsubj	n
supportive	1	adj	positive	strongsubj	n
supportive	1	noun	positive	strongsubj	n
suppose	1	verb	neutral	strongsubj	y
supposed	1	anypos	negative	weaksubj	y
supposing	1	anypos	neutral	strongsubj	n
suppress	1	verb	negative	weaksubj	y
suppression	1	adj	negative	weaksubj	n
suppression	1	noun	negative	weaksubj	n
supremacy	1	adj	negative	strongsubj	n
supremacy	1	noun	negative	strongsubj	n
supreme	1	adj	positive	strongsubj	n
supremely	1	adverb	positive	strongsubj	n
supurb	1	adj	positive	strongsubj	n
supurbly	1	anypos	positive	strongsubj	n
sure	1	anypos	positive	strongsubj	n
surely	1	anypos	positive	strongsubj	y
surge	1	noun	positive	strongsubj	n
surging	1	adj	positive	strongsubj	n
surmise	1	verb	positive	strongsubj	y
surmount	1	verb	positive	strongsubj	y
surpass	1	verb	positive	strongsubj	y
surprise	1	adj	neutral	strongsubj	n
surprise	1	noun	neutral	strongsubj	n
surprise	1	verb	neutral	strongsubj	y
surprising	1	anypos	neutral	strongsubj	y
surprisingly	1	anypos	neutral	strongsubj	y
surrender	1	adj	negative	weaksubj	n
surrender	1	noun	negative	weaksubj	n
survival	1	noun	positive	weaksubj	n
survive	1	verb	positive	weaksubj	y
survivor	1	noun	positive	weaksubj	n
susceptible	1	adj	negative	weaksubj	n
suspect	1	adj	negative	weaksubj	n
suspect	1	noun	negative	weaksubj	n
suspicion	1	adj	negative	weaksubj	n
suspicion	1	noun	negative	weaksubj	n
suspicions	1	adj	negative	strongsubj	n
suspicions	1	noun	negative	strongsubj	n
suspicious	1	adj	negative	strongsubj	n
suspicious	1	anypos	negative	strongsubj	n
suspicious	1	anypos	negative	strongsubj	y
suspiciously	1	anypos	negative	strongsubj	n
sustainability	1	adj	positive	weaksubj	n
sustainability	1	noun	positive	weaksubj	n
sustainable	1	adj	positive	weaksubj	n
sustainable	1	noun	positive	weaksubj	n
sustained	1	adj	positive	weaksubj	n
swagger	1	verb	negative	strongsubj	y
swamped	1	anypos	negative	strongsubj	n
swear	1	verb	negative	strongsubj	n
sweeping	1	adj	positive	strongsubj	n
sweet	1	adj	positive	weaksubj	n
sweeten	1	verb	positive	weaksubj	y
sweetheart	1	noun	positive	weaksubj	n
sweetly	1	adverb	positive	weaksubj	n
sweetness	1	noun	positive	weaksubj	n
swift	1	adj	positive	weaksubj	n
swiftness	1	noun	positive	weaksubj	n
swindle	1	verb	negative	strongsubj	y
swing	1	adj	neutral	weaksubj	n
swing	1	noun	neutral	weaksubj	n
swipe	1	adj	negative	strongsubj	n
swipe	1	noun	negative	strongsubj	n
swoon	1	verb	negative	weaksubj	y
swore	1	verb	negative	strongsubj	n
sworn	1	adj	positive	strongsubj	n
sympathetic	1	adj	negative	strongsubj	n
sympathetic	1	noun	negative	strongsubj	n
sympathetically	1	anypos	negative	strongsubj	n
sympathies	1	adj	negative	strongsubj	n
sympathies	1	noun	negative	strongsubj	n
sympathize	1	verb	negative	strongsubj	y
sympathy	1	adj	negative	strongsubj	n
sympathy	1	noun	negative	strongsubj	n
symptom	1	noun	negative	weaksubj	n
syndrome	1	adj	negative	weaksubj	n
syndrome	1	noun	negative	weaksubj	n
systematic	1	adj	neutral	weaksubj	n
taboo	1	adj	negative	strongsubj	n
taboo	1	noun	negative	strongsubj	n
tact	1	noun	positive	strongsubj	n
taint	1	verb	negative	strongsubj	y
tainted	1	anypos	negative	strongsubj	n
tale	1	adj	neutral	weaksubj	n
tale	1	noun	neutral	weaksubj	n
talent	1	adj	positive	strongsubj	n
talent	1	noun	positive	strongsubj	n
talented	1	adj	positive	strongsubj	n
tall	1	adj	neutral	weaksubj	n
tamper	1	verb	negative	weaksubj	y
tangled	1	adj	negative	weaksubj	n
tantalize	1	verb	positive	weaksubj	y
tantalizing	1	anypos	positive	strongsubj	n
tantalizingly	1	anypos	positive	strongsubj	n
tantamount	1	anypos	neutral	strongsubj	n
tantrum	1	noun	negative	strongsubj	n
tardy	1	adj	negative	weaksubj	n
tarnish	1	verb	negative	weaksubj	y
taste	1	noun	positive	weaksubj	n
taste	1	verb	neutral	weaksubj	y
tattered	1	anypos	negative	strongsubj	n
taunt	1	noun	negative	strongsubj	n
taunt	1	verb	negative	strongsubj	y
taunting	1	anypos	negative	strongsubj	n
tauntingly	1	anypos	negative	strongsubj	n
taunts	1	noun	negative	strongsubj	n
tawdry	1	adj	negative	strongsubj	n
tease	1	verb	negative	weaksubj	y
teasingly	1	anypos	negative	strongsubj	n
taxing	1	anypos	negative	weaksubj	n
tedious	1	adj	negative	strongsubj	n
tediously	1	adverb	negative	strongsubj	n
temerity	1	noun	negative	strongsubj	n
temper	1	noun	negative	strongsubj	n
temper	1	verb	negative	weaksubj	y
temperance	1	noun	positive	weaksubj	n
temperate	1	adj	positive	weaksubj	n
tempest	1	noun	negative	weaksubj	n
tempt	1	verb	positive	strongsubj	y
temptation	1	noun	negative	strongsubj	n
tempting	1	anypos	positive	strongsubj	y
temptingly	1	anypos	positive	strongsubj	y
tenacious	1	adj	positive	strongsubj	n
tenaciously	1	anypos	positive	strongsubj	n
tenacity	1	noun	positive	strongsubj	n
tendency	1	adj	neutral	weaksubj	n
tendency	1	noun	neutral	weaksubj	n
tender	1	adj	positive	weaksubj	n
tenderly	1	adverb	positive	weaksubj	n
tenderness	1	noun	positive	weaksubj	n
tense	1	adj	negative	weaksubj	n
tension	1	adj	negative	weaksubj	n
tension	1	noun	negative	weaksubj	n
tentative	1	adj	negative	weaksubj	n
tentatively	1	adverb	negative	weaksubj	n
tenuous	1	adj	negative	weaksubj	n
tenuously	1	adverb	negative	weaksubj	n
tepid	1	adj	negative	weaksubj	n
terrible	1	adj	negative	strongsubj	n
terrible	1	anypos	negative	strongsubj	y
terribleness	1	noun	negative	strongsubj	n
terribly	1	anypos	negative	strongsubj	n
terrific	1	adj	positive	strongsubj	n
terrific	1	anypos	positive	strongsubj	y
terrifically	1	anypos	positive	strongsubj	n
terrified	1	adj	positive	strongsubj	n
terrify	1	verb	positive	strongsubj	y
terrifying	1	adj	positive	strongsubj	n
terrifying	1	anypos	positive	strongsubj	n
terrifyingly	1	anypos	positive	strongsubj	n
terror	1	noun	negative	strongsubj	n
terror-genic	1	adj	negative	strongsubj	n
terror-genic	1	noun	negative	strongsubj	n
terrorism	1	noun	negative	weaksubj	n
terrorize	1	verb	negative	strongsubj	y
thank	1	verb	positive	strongsubj	y
thankful	1	anypos	positive	strongsubj	n
thankfully	1	anypos	positive	strongsubj	n
thankless	1	anypos	negative	strongsubj	n
theoretize	1	verb	neutral	strongsubj	y
therefore	1	anypos	neutral	strongsubj	y
think	1	verb	neutral	strongsubj	y
